Parent	Child	Abbrev	Canonical Name
0	A11118	Adler	Adler Planetarium, Illinois
0	A11135	ASTRA	Atmospheric & Space Technology Research Associates (ASTRA)
0	A11151	Palmer Div	Palmer Divide Observatory, Colorado
0	A11200	Malin	Malin Space Science Systems, California
0	A11206	SRI Stanford	Stanford Research Institute, California
0	A11245	Belgium Ast Ass	Belgium Astronomical Association
0	A11247	Euro Ctr Geod Seis	European Center for Geodynamics and Seismology, Luxembourg
0	A11257	Ctr Faibles Radio	Centre des Faibles Radioactivites
0	A11269	Obs Blauvac	Observatoire de Blauvac, France
0	A11271	VdS	Vereinigung der Sternfreunde, Germany
0	A11280	EDIMAR	La Salle Foundation for Natural Sciences, Marine Research, Venezuela
0	A11285	SPACE X	SPACE X Exploration Institute, Switzerland
0	A11290	ISSI	International Space Science Institute, Switzerland
0	A11297	Swiss Fed Obs	Swiss Federal Observatory, Zurich, Switzerland
0	A11302	Norweg Geo Soc	Norwegian Geological Society
0	A11304	EISCAT	European Incoherent Scatter Scientific Association, Norway
0	A11306	Atalaia Crow	Atalaia Group Crow Observatory, Portugal
0	A11307	NUCLIO	Interactive Nucleus of Astronomy, Portugal
0	A11312	ASTER	Amateur Astronomers Association of Barcelona, Spain
0	A11313	Fabra Barc	Fabra Observatory, Barcelona, Spain
0	A11314	Duran Barc	Esteve Duran Observatory, Barcelona, Spain
0	A11315	Gualba Barc	Gualba Observatory, Barcelona, Spain
0	A11327	Ryl Span Nav Obs	Royal Spanish Naval Observatory
0	A11330	Catalan Phy Soc	Catalan Physics Society, Spain
0	A11335	FRACTAL SNLE	FRACTAL, SNLE
0	A11338	Ast Soc Croatia	Astronomical Society of Croatia
0	A11341	Ast Soc Slovenia	Astronomical Society of Slovenia
0	A11350	Hung Ast Ass	Hungarian Astronomical Association
0	A11351	Bolyai Mil U	Bolyai Military University, Hungary
0	A11357	Bucharest Astroclub	Bucharest Astroclub, Romania
0	A11363	Stefaniks Obs	Stefaniks Observatory, Prague, Czech Republic
0	A11365	Copernicus Obs	Copernicus Observatory, Brno, Czech Republic
0	A11367	Upice Obs	Upice Observatory, Czech Republic
0	A11371	Polish Soc Am Ast	Polish Society of Amateur Astronomers
0	A11372	Olsztyn Ast Obs	Olsztyn Astronomical Observatory, Poland
0	A11374	Chorzow Ast Obs	Chorzow Astronomical Observatory, Poland
0	A11381	Obs Cantonal	Observatoire Cantonal de Neuchatel, Switzerland
0	A11390	EGO	European Gravitational Observatory, Pisa, Italy
0	A11412	Ast Obs Aosta	Astronomical Observatory of Aosta, Italy
0	A11413	Talmassons Obs	Talmassons Observatory, Italy
0	A11414	Geo Obs Coldigioco	Geological Observatory of Coldigioco, Italy
0	A11415	Campo Catino Ast Obs	Campo Catino Astronomical Observatory, Italy
0	A11419	ISI Turin	Institute for Scientific Interchange, Italy
0	A11420	Bellatrix Ast Obs	Bellatrix Astronomical Observatory, Italy
0	A11430	Hellenic Mil Ac	Hellenic Military Academy, Greece
0	A11433	Cyprus Coll	Cyprus College, Nicosia
0	A11441	Odessa Natl Mar U	Odessa National Maritime University, Ukraine
0	A11451	Belarus St U	Belarus State University, Minsk
0	A11453	Ast Geod Soc Minsk	Astronomical Geodesical Society of Minsk, Belarus
0	A11458	Samarkand St U	Samarkand State University, Uzbekistan
0	A11466	EAAS	Eurasian Astronomical Society, Moscow, Russia
0	A11468	Khrunichev Sp Ctr	Khrunichev State Research and Production Space Center, Moscow, Russia
0	A11469	Korolev Energia	Korolev Energia Space Rocket Corporation, Moscow, Russia
0	A11470	SCSE Moscow	State Committee of Standards, Moscow, Russia
0	A11471	CAO Dolgoprudnyi	Central Aerological Observatory, Dolgoprudnyi, Russia
0	A11472	Rostov St Ped U	Rostov State Pedagogical University, Russia
0	A11484	AdW Potsdam	German Academy of Sciences, Potsdam
0	A11487	IMO	International Meteor Organization
0	A11489	Archenhold Obs	Archenhold Observatory, Berlin, Germany
0	A11490	BAV	West German Variable Star Observers
0	A11491	Max Born Inst	Max Born Institute for Nonlinear Optics, Berlin, Germany
0	A11508	M Adrian Obs	Michael Adrian Observatory, Germany
0	A11517	Geo Surv IR	Geological Survey of Iran
0	A11518	ISRC Baghdad	Iranian Space Research Center, Baghdad, Iran
0	A11519	Nepal Ast Soc	Nepal Astronomical Society
0	A11521	PAGASA	Philippine Atmospheric Geophysical and Astronomical Services Administration
0	A11524	CVGHM	Center for Volcanology and Geohazards, Indonesia
0	A11525	BAKOSURTANAL	BAKOSURTANAL, Indonesia
0	A11534	ThEP	Thailand Center of Excellence in Physics
0	A11535	INST	VATLY Institute for Nuclear Science and Technology, Vietnam
0	A11543	Nikola Tesla U	Nikola Tesla University, Serbia
0	A11546	Assam Sci Soc	Assam Science Society, India
0	A11548	Gov New Sci Coll	Government New Science College, India
0	A11559	Rad Res Lab Korea	Radio Research Laboratory, Korea
0	A11561	Korea Ast Obs	Korea Astronomy Observatory
0	A11573	Beijing Plan	Beijing Planetarium, China
0	A11577	Var Star Obs League	Variable Star Observers League of Japan
0	A11598	Kobe Sci Mus	Kobe Science Museum, Japan
0	A11615	Japan SpGuard Ass	Japan Spaceguard Association
0	A11630	JSUP	Japan Space Utilization Promotion Center
0	A11640	Gunma Ast Obs	Gunma Astronomical Observatory, Japan
0	A11643	Toyoma Sci Mus	Toyoma Science Museum, Japan
0	A11644	GRI Osaka	Geo Research Institute, Osaka, Japan
0	A11645	Osaka Sci Mus	Osaka Science Museum, Osaka, Japan
0	A11646	ALPO	Association for Lunar and Planetary Observers, Japan
0	A11647	Misato Ast Obs	Misato Astronomical Observatory, Japan
0	A11648	Hamanowa Ast Obs	Hamanowa Astronomical Observatory, Japan
0	A11649	Itagaki Ast Obs	Itagaki Astronomical Observatory, Japan
0	A11654	Ryl Ast Soc NZ	Royal Astronomical Society of New Zealand
0	A11655	DSIR NZ	Department of Scientific and Industrial Research, New Zealand
0	A11656	Carter Obs	Carter Observatory, New Zealand
0	A11657	Auckland Obs	Auckland Observatory, New Zealand
0	A11664	Austr At Ener Comm	Australian Atomic Energy Commission
0	A11678	Perth Obs	Perth Observatory, Australia
0	A11680	Sydney Obs Mus	Sydney Observatory Museum, Australia
0	A11681	Hunters Hill Obs	Hunters Hill Observatory, Australia
0	A11682	AGSO	Australian Geological Survey Organization
0	A11683	Mars Soc	Mars Society, Australia
0	A11684	Austr Bur Min Res	Australian Bureau of Mineral Resources
0	A11685	Austr Mus Sydney	Australian Museum Sydney
0	A11690	SKA	Square Kilometre Array, South Africa
0	A11696	IRGM Cameroon	Center for Hydrologic Research, Cameroon
0	A11697	MVO BWI	Montserrat Volcano Observatory, BWI
0	A11699	INETER	National Institute for Territorial Studies, Nicaragua
0	A11700	Supernova	Supernova Ltd, British Virgin Islands
0	A11709	Rosario Plan Ast Obs	Rosario Planetarium and Astronomical Observatory, Argentina
0	A11716	SPACE San Pedro	San Pedro de Atacama Celestial Explorations, Chile
0	A11739	Armagh Obs	Armagh Observatory, Ireland
0	A11750	Can Ctr Rem Sen	Canadian Center for Remote Sensing
0	A11751	CERCA	Centre de Recherche en Calcul Applique
0	A11752	SNOLAB	Sudbury Neutrino Laboratory, Canada
0	A11756	Scot U Res React Ctr	Scottish Universities Research and Reactor Center
0	A11786	NIT Nagano	National Institute of Technology, Nagano College, Japan
0	A11800	ERIM	Environmental Research Institute of Michigan
0	A11804	AS&E	American Science and Engineering, Cambridge, Massachusetts
0	A11810	Interferometrics	Interferometrics, Inc., Herndon, Virginia
0	A11811	Comp Phy Inc	Computational Physics, Inc., Springfield, Virginia
0	A11812	Eureka Sci	Eureka Scientific, Oakland, California
0	A13003	FINCA	Finnish Center for Astronomy
0	A13005	Swedish Sp	Swedish Space Corporation
0	A13022	Uppsala Iono Obs	Uppsala Ionospheric Observatory, Sweden
0	A13023	Icarus Res	Icarus Research Inc., Bethesda, Maryland
0	A13024	GATS	GATS Inc.
0	A13025	JPRS	Joint Publications Research Institute, Virginia
0	A13026	ASP	Astronomical Society of the Pacific
0	A13027	MPDS	Materials Phases Data System, Villars, Switzerland
0	A13028	GII	Geophysical Institute of Israel
0	A13029	NILOP	National Institute of Lasers and Optronics, Islamabad, Pakistan
0	A13031	Fermi Res Ctr	Enrico Fermi Research Center, Rome, Italy
0	A13040	INIC	Instituto Nacional de Investigacao Cientifica, Lisbon, Portugal
0	A13045	ARC	Applied Research Corporation, Landover, Maryland
0	A13046	ADNET	ADNET Systems Inc., Greenbelt, Maryland
0	A13047	EITI	Emergent Information Technology Inc., Greenbelt, Maryland
0	A13052	Hyd Svc Israel	Hydrological Service, Israel
0	A13055	ORSTOM	Office of Scientific and Technical Research Overseas, France
0	A13067	Laser Lab	Laser Lab eV, Gottingen, Germany
0	A13070	SCCSP Ukrain	Scientific Consulting Company Structure-Properties, Ukraine
0	A13071	MRI Global	Midwest Research Institute, Colorado
0	A13072	NINT	Northwest Institute of Nuclear Technology, China
0	A13074	COMSAT	Communications Satellite Corporation
0	A13078	Praxis	Praxis, Inc., Alexandria, Virginia
0	A13079	Artep	Artep, Inc., Washington, DC
0	A13080	Yamaguchi Jr Coll	Yamaguchi Junior College, Japan
0	A11146	SSI	Space Science Institute, Colorado
A11146	A11147	CICLOPS	Space Science Institute, Cassini Imaging Central Laboratory for Operations, Boulder, Colorado
0	A11344	INI	Isaac Newton Institute, Chile
A11344	A11343	Belgrade	Isaac Newton Institute of Chile, Belgrade
A11344	A11440	Crimean Branch	Isaac Newton Institute of Chile, Crimean Branch
A11344	A11462	Russia	Isaac Newton Institute of Chile, Russia
0	A00001	Aalborg U	Aalborg University, Denmark
0	A00002	Aarhus U	Aarhus University, Denmark
A00002	A00003	Inst Phy Ast	Aarhus University, Institute for Physics and Astronomy
A00002	A00004	Inst Geos	Aarhus University, Institute for Geoscience
0	A00005	U Fraser Vall	University College of the Fraser Valley, Canada
0	A00006	Robert Gordon U	Robert Gordon University, UK
0	A00007	U Aberdeen	University of Aberdeen, UK
A00007	A11755	SUPA	Scottish Universities Physics Alliance
0	A00008	US Army	United States Army
A00008	A00009	CRREL	Cold Regions Research and Engineering Laboratory
A00008	A00010	ARL Monmouth	Army Research Laboratory, Fort Monmouth, New Jersey
A00008	A00011	Res Off	U.S. Army Research Office, Research Triangle Park, North Carolina
A00008	A00012	White Sands	U.S. Army White Sands Missile Range, New Mexico
A00008	A00013	USACE	Army Corps of Engineers
A00008	A00014	ARL Aberdeen	Army Research Laboratory, Aberdeen Proving Ground, MD
A00008	A00015	ARDEC	Armament Research Development Engineering Center, Picatinny, New Jersey
A00008	A00037	ARL Adelphi	Army Research Laboratory, Adelphi, MD
0	A00016	Aberystwyth U	Aberystwyth University, UK
A00016	A00017	Inst Geog Ear Sci	Aberystwyth University, Institute of Geography and Earth Sciences
A00016	A00018	Inst Math Phy	Aberystwyth University, Institute of Mathematics and Physics
0	A00019	Hardin-Simmons U	Hardin-Simmons University, Texas
0	A00020	McMurry U	McMurry University, Texas
0	A00021	Abo Akademi U	Abo Akademi University, Finland
0	A00022	OH Nrthn U	Ohio Northern University
0	A00023	S Austr Mus	South Australian Museum
0	A00024	Flinders U	Flinders University, Australia
A00024	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
0	A00025	U Adelaide	University of Adelaide, Australia
A00025	A11673	Sch Phy	University of Adelaide, School of Physics
A00025	A11674	Sch Ear Env Sci	University of Adelaide, School of Earth and Environmental Sciences
A00025	A11717	CoEPP	Center of Excellence for Particle Physics at the Terascale
0	A00026	U South Austr	University of South Australia
0	A00027	UMCP	University of Maryland, College Park
A00027	A00028	Dep Chem	University of Maryland, Department of Chemistry
A00027	A00029	Dep Atm Oc Sci	University of Maryland, Department of Atmospheric and Oceanic Science
A00027	A00030	Dep Phy	University of Maryland, Department of Physics
A00027	A00031	Dep Ast	University of Maryland, Department of Astronomy
A00027	A00032	IPST	Institute for Physical Science and Technology, UMD College Park
A00027	A00036	JQI	Joint Quantum Institute, Maryland
A00027	A05873	LPS	Laboratory for Physical Sciences, Maryland
A00027	A11045	CRESST	Center for Research and Exploration in Space Science & Technology
A00027	A13058	CICS	Cooperative Institute for Climate and Satellites
A00027	A13059	ESSIC	Earth System Science Interdisciplinary Center
0	A00033	UMD	University System of Maryland
A00033	A05911	Bowie St U	Bowie State University, Maryland
A00033	A05912	Coppin St U	Coppin State University, Maryland
A00033	A05913	E Shore	University of Maryland, Eastern Shore
0	A00034	US DoE	U.S. Department of Energy
A00034	A00035	FERC	Federal Energy Regulatory Commission
A00034	A00038	NREL	National Renewable Energy Laboratory, Colorado
A00034	A00039	Pac NW Natl Lab	Pacific Northwest National Laboratory
A00034	A00075	Ames Res Lab	Ames Research Laboratory, Iowa
A00034	A01138	PPPL	Princeton Plasma Physics Laboratory, New Jersey
A00034	A05717	Cycl Inst	Texas A&M University, Cyclotron Institute
A00034	A05886	KAPL	Knolls Atomic Power Lab, New York
A00034	A06130	SRNL	Savannah River National Laboratory, South Carolina
A00034	A06137	ITER US	ITER, International Thermonuclear Experimental Reactor, Tennessee
0	A00040	U Akron	University of Akron, Ohio
0	A00041	SUNY	State University of New York System
A00041	A00042	Albany	SUNY Albany, New York
A00041	A00043	Buffalo	SUNY Buffalo, New York
A00041	A00044	Stony Brook	SUNY Stony Brook, New York
A00041	A00045	Adirondack	SUNY Adirondack, New York
A00041	A00046	Binghamton	SUNY Binghamton, New York
A00041	A00047	Brockport	SUNY Brockport, New York
A00041	A00048	Canton	SUNY Canton, New York
A00041	A00049	Cobleskill	SUNY Cobleskill, New York
A00041	A00050	Syracuse	SUNY Syracuse, New York
A00041	A00051	Cortland	SUNY Cortland, New York
A00041	A00052	Delhi	SUNY Delhi, New York
A00041	A00053	Farmingdale	SUNY Farmingdale, New York
A00041	A00054	Fredonia	SUNY Fredonia, New York
A00041	A00055	Geneseo	SUNY Geneseo, New York
A00041	A00056	New Paltz	SUNY New Paltz, New York
A00041	A00057	Oneonta	SUNY Oneonta, New York
A00041	A00058	Oswego	SUNY Oswego, New York
A00041	A00059	Plattsburgh	SUNY Plattsburgh, New York
A00041	A00060	Potsdam	SUNY Potsdam, New York
A00041	A00061	Purchase	SUNY Purchase, New York
A00041	A06127	Poly Utica	SUNY Polytechnic Institute, Utica, New York
A00041	A06128	Poly Albany	SUNY Polytechnic Institute, Albany, New York
0	A00062	USDA	U.S. Department of Agriculture
0	A00063	Albion Coll	Albion College, Michigan
0	A00064	UNM	University of New Mexico
A00064	A05880	CHTM	University of New Mexico, Center for High Technology Materials
A00064	A11172	Dep Phy Ast	University of New Mexico, Department of Physics and Astronomy
A00064	A11173	Dep Ear Plan Sci	University of New Mexico, Department of Earth and Planetary Sciences
0	A00065	Sandia Natl Lab	Sandia National Laboratories, New Mexico
A00065	A11214	Livermore	Sandia National Laboratories, Livermore, California
0	A00066	Charles Sturt U	Charles Sturt University
0	A00067	Alfred U	Alfred University, New York
0	A00068	Abilene Christ U	Abilene Christian University, Texas
0	A00069	Grand Vall St U	Grand Valley State University, Michigan
0	A00070	Muhlenberg Coll	Muhlenberg College, Pennsylvania
0	A00071	Cedar Crest Coll	Cedar Crest College, Pennsylvania
0	A00072	Alma Coll	Alma College, Michigan
0	A00073	Georgia SW St U	Georgia Southwestern State University
0	A00074	IA St U	Iowa State University
A00074	A00075	Ames Res Lab	Ames Research Laboratory
A00074	A11110	Dep Phy Ast	Iowa State University, Department of Physics and Astronomy
0	A00076	Amherst Coll	Amherst College, Massachusetts
A00076	A11027	FCRAO	Five College Radio Astronomy Observatory
0	A00077	Hampshire Coll	Hampshire College, Massachusetts
A00077	A11027	FCRAO	Five College Radio Astronomy Observatory
0	A00078	KNAW	Koninklijke Nederlandse Academie van Wetenschappen
0	A00079	VU Amsterdam	Free University of Amsterdam, Netherlands
A00079	A00080	Dep Ear Sci	Free University of Amsterdam, Department of Earth Sciences
A00079	A11237	Dep Phy Ast	Free University of Amsterdam, Department of Physics and Astronomy
0	A00081	U Amsterdam	University of Amsterdam, Netherlands
A00081	A00082	Inst Phy	University of Amsterdam, Institute of Physics
A00081	A11238	API	University of Amsterdam, Anton Pannekoek Institute for Astronomy
0	A00083	USFWS	U.S. Fish and Wildlife Service
0	A00084	U MI	University of Michigan
A00084	A00085	Dearborn	University of Michigan, Dearborn
A00084	A00086	Flint	University of Michigan, Flint
A00084	A00087	Dep Phy	University of Michigan, Department of Physics
A00084	A11079	Dep Ast	University of Michigan, Department of Astronomy
A00084	A11080	Rad Ast Obs	University of Michigan, Radio Astronomy Observatory
A00084	A11081	SPRL	University of Michigan, Space Physics Research Laboratory
A00084	A11082	AOSS	University of Michigan, Department of Atmospheric Oceanic and Space Sciences
A00084	A11083	Dep Geo Sci	University of Michigan, Department of Geological Sciences
0	A00088	US EPA	U.S. Environmental Protection Agency
A00088	A00089	Res Tri Park	U.S. Environmental Protection Agency, Research Triangle Park, North Carolina
0	A00090	Bard Coll	Bard College, New York
0	A00091	St Johns Coll MD	Saint Johns College, Annapolis, Maryland
0	A00092	St Francis Xavier U	Saint Francis Xavier University, Nova Scotia
0	A00093	Lawrence U	Lawrence University, Wisconsin
0	A00094	CalState	California State University System
A00094	A00095	Sacramento	California State University, Sacramento
A00094	A00096	Humboldt	Humboldt State University, California
A00094	A00097	Bakersfield	California State University, Bakersfield
A00094	A00098	Chico	California State University, Chico
A00094	A00099	Fresno	California State University, Fresno
A00094	A00100	Fullerton	California State University, Fullerton
A00094	A00101	Hayward	California State University, Hayward
A00094	A00102	Long Beach	California State University, Long Beach
A00094	A00103	Los Angeles	California State University, Los Angeles
A00094	A00104	Monterey Bay	California State University, Monterey Bay
A00094	A00105	Northridge	California State University, Northridge
A00094	A00106	San Bernardino	California State University, San Bernardino
A00094	A00107	San Marcos	California State University, San Marcos
A00094	A00108	Turlock	California State University, Turlock
A00094	A00109	Dominguez Hills	California State University, Dominguez Hills
A00094	A00110	Cal Poly Pomona	California State Polytechnic University, Pomona
A00094	A00111	Sonoma	Sonoma State University, California
A00094	A00112	SDSU	San Diego State University, California
A00094	A00113	SFSU	San Francisco State University, California
A00094	A00114	San Jose	San Jose State University, California
A00094	A00115	Santa Clara U	Santa Clara University, California
A00094	A00116	Cal Poly SLO	California State Polytechnic University, San Luis Obisp, California
0	A00117	Marymount U	Marymount University, Virginia
0	A00118	ANL	Argonne National Laboratory, Illinois
A00118	A11125	Phy Div	Argonne National Laboratory, Physics Division
A00118	A11126	HEPD	Argonne National Laboratory, High Energy Physics Division
0	A00119	Raytheon	Raytheon Corporation
A00119	A06139	Pratt Whit	Raytheon Corporation, Pratt and Whitney
A00119	A11220	CA	Raytheon Corporation, California
A00119	A11221	MD	Raytheon Corporation, Maryland
A00119	A11222	AZ	Raytheon Corporation, Arizona
A00119	A11223	Hughes Air	Hughes Aircraft
0	A00120	U New Eng Armidale	University of New England Armidale, Australia
0	A00121	Benedictine Coll	Benedictine College, Kansas
0	A00122	Athabasca U	Athabasca University, Canada
0	A00123	Ohio U	Ohio University
A00123	A11428	Dep Phy Ast	Ohio University, Department of Physics and Astronomy
0	A00124	U GA	University of Georgia
A00124	A00125	Savannah Riv Ec Lab	University of Georgia, Savannah River Ecology Laboratory
A00124	A05189	UGA SkIO	University of Georgia, Skidaway Institute of Oceanography
A00124	A11068	Dep Phy Ast	University of Georgia, Department of Physics and Astronomy
0	A00126	Clark Atlanta U	Clark Atlanta University, Georgia
0	A00127	Emory U	Emory University, Georgia
0	A00128	GIT	Georgia Institute of Technology
A00128	A11063	Ctr Rel Astrop	Georgia Institute of Technology, Center for Relativistic Astrophysics
A00128	A11064	Ear Atm Sci	Georgia Institute of Technology, Earth and Atmospheric Sciences
A00128	A11065	Dep Phy	Georgia Institute of Technology, Department of Physics
0	A00129	GSU	Georgia State University
A00129	A11066	Dep Phy Ast	Georgia State University, Department of Physics and Astronomy
0	A00130	Spelman Coll	Spelman College, Georgia
0	A00131	Auburn U	Auburn University, Alabama
A00131	A11100	Dep Phy	Auburn University, Department of Physics
0	A00132	Auckland U Tech	Auckland University of Technology, New Zealand
0	A00133	U Auckland	University of Auckland, New Zealand
A00133	A11652	Dep Phy	University of Auckland, Department of Physics
0	A00134	UCB	University of California, Berkeley
A00134	A00135	Dep Ear Plan Sci	University of California, Berkeley, Department of Earth and Planetary Science
A00134	A00136	Dep Chem	University of California, Berkeley, Department of Chemistry
A00134	A00137	Dep Phy	University of California, Berkeley, Department of Physics
A00134	A11188	Dep Ast	University of California, Berkeley, Department of Astronomy
A00134	A11189	SSL	University of California, Berkeley, Space Sciences Laboratory
A00134	A11190	Dep Geo Geop	University of California, Berkeley, Department of Geology and Geophysics
A00134	A11211	Chem Div	Lawrence Berkeley National Laboratory, Materials and Chemical Sciences Division
A00134	A11218	Phy Div	Lawrence Berkeley National Laboratory, Physics Division
0	A00138	U Cal	University of California System
A00138	A13093	IIRPA	University of California, Intercampus Institute for Research at Particle Accelerators
0	A00139	Babson Coll	Babson College, Massachusetts
0	A00140	JHU	Johns Hopkins University, Maryland
A00140	A00141	Dep Ear Plan Sci	Johns Hopkins University, Department of Earth and Planetary Sciences
A00140	A00142	Dep Phy Ast	Johns Hopkins University, Department of Physics and Astronomy
A00140	A00143	APL	Johns Hopkins University, Applied Physics Laboratory
0	A00144	CIW	Carnegie Institution of Washington
A00144	A00145	Las Campanas Obs	Las Campanas Observatory, Chile
A00144	A00146	OCIW	Carnegie Institution of Washington, Observatories, California
A00144	A00147	Geop Lab	Carnegie Institution of Washington, Geophysical Laboratory
A00144	A00148	Glob Ecol	Carnegie Institution of Washington, Department of Global Ecology
A00144	A00149	Dep Terr Magn	Carnegie Institution of Washington, Department of Terrestrial Magnetism
0	A00150	Goucher Coll	Goucher College, Maryland
0	A00151	Morgan St U	Morgan State University, Maryland
A00151	A13050	GESTAR	Goddard Earth Sciences Technology and Research
0	A00152	Towson U	Towson University, Maryland
0	A00153	U Coll Bangor	University College of Bangor, UK
A00153	A01299	Ctr Ecol Hydro	Center for Ecology and Hydrology
0	A00155	F Hoffmann Roche	F Hoffmann-La Roche Ltd, Switzerland
0	A00156	U Bath	University of Bath, UK
0	A00157	InterAmer U	Inter American University of Puerto Rico
0	A00158	Mitre	Mitre Corporation
0	A00159	AT&T	AT&T Inc.
A00159	A02416	Bell Labs	Lucent Technologies, AT&T Bell Labs
0	A00161	Queens U Belfast	Queens University Belfast, Ireland
A00161	A00162	Sch Math Phy	Queens University Belfast, School of Mathematics and Physics
0	A00163	W WA U	Western Washington University
0	A00164	MN St U	Minnesota State University System
A00164	A00165	Metropolitan	Metropolitan State University, Minnesota
A00164	A00166	Bemidji	Minnesota State University, Bemidji
A00164	A00167	Mankato	Minnesota State University, Mankato
A00164	A00168	Winona	Minnesota State University, Winona
A00164	A00169	St Cloud	Minnesota State University, Saint Cloud
A00164	A00170	Moorhead	Minnesota State University, Moorhead
0	A00171	Bennington Coll	Bennington College, Vermont
0	A00172	Curtin U	Curtin University, Australia
A00172	A00173	Tech	Curtin University of Technology
A00172	A00174	Tech Malaysia	Curtin University of Technology, Malaysia
A00172	A11642	CEAMS	Center of Excellence in Antimatter-Matter Studies
A00172	A11661	CAASTRO	Center for Excellence for All Sky Astrophysics
A00172	A11676	ICRAR	International Center for Radio Astronomy Research
A00172	A11677	Dep Phy	Curtin University, Department of Physics
0	A00175	Berea Coll	Berea College, Kentucky
0	A00176	U Bergen	University of Bergen, Norway
A00176	A11305	Dep Phy	University of Bergen, Department of Physics
0	A00177	LBNL	Lawrence Berkeley National Laboratory, California
A00177	A06061	ALS	Lawrence Berkeley National Laboratory, Advanced Light Source Division
A00177	A11218	Phy Div	Lawrence Berkeley National Laboratory, Physics Division
A00177	A11211	Chem Div	Lawrence Berkeley National Laboratory, Materials and Chemical Sciences Division
0	A00178	Siemens AG	Siemens AG, Germany
0	A00179	Andrews U	Andrews University, Michigan
0	A00180	Lehigh U	Lehigh University, Pennsylvania
0	A00181	Ferris St U	Ferris State University, Michigan
0	A00182	MT St U	Montana State University System
A00182	A00183	Billings	Montana State University, Billings
A00182	A00184	Bozeman	Montana State University, Bozeman
0	A00185	U IN Bloomington	Indiana University, Bloomington
A00185	A00186	Dep Geo	Indiana University, Department of Geological Sciences
A00185	A11094	Dep Ast	Indiana University, Department of Astronomy
A00185	A11095	Dep Phy	Indiana University, Department of Physics
0	A00187	City Coll Birmingham	City College Birmingham, UK
0	A00188	Aston U	Aston University, UK
0	A00189	U Birmingham	University of Birmingham, UK
A00189	A00190	Sch Phy Ast	University of Birmingham, School of Physics and Astronomy
A00189	A00191	Sch Geog Ear Env Sci	University of Birmingham, School of Geography, Earth and Environmental Sciences
0	A00192	Birmingham S Coll	Birmingham Southern College, UK
0	A00193	UK Mnstry Def	UK Ministry of Defense
A00193	A00194	AWE	Atomic Weapons Establishment, UK
A00193	A11765	DSIR	Department of Scientific and Industrial Research, UK
A00193	A11766	Ryl Radar Est	Royal Radar Establishment, UK
A00193	A11767	Ryl Aero Est	Royal Aerospace Establishment, UK
0	A00195	VA Tech	Virginia Polytechnic Institute and State University
A00195	A11807	Dep Geos	Virginia Tech, Department of Geosciences
A00195	A11808	Dep Phy	Virginia Tech, Department of Physics
0	A00196	Simon Fraser U	Simon Fraser University, Canada
0	A00197	IL Wesleyan U	Illinois Wesleyan University
0	A00198	U IN	Indiana University System
A00198	A00200	Kokomo	Indiana University, Kokomo
A00198	A00201	Gary	Indiana University, Gary
A00198	A00202	S Bend	Indiana University, South Bend
A00198	A00203	SE	Indiana University Southeast
A00198	A01432	IUPUI	Indiana University Purdue University at Indianapolis
0	A00204	IUP	Indiana University of Pennsylvania
0	A00205	Bloomsburg U PA	Bloomsburg University of Pennsylvania
0	A00206	FL Atl U	Florida Atlantic University
0	A00208	Appalachian St U	Appalachian State University, North Carolina
0	A00209	Tufts U	Tufts University, Massachusetts
A00209	A00210	Sch Eng	Tufts University, School of Engineering
A00209	A11005	Dep Phy Ast	Tufts University, Department of Physics and Astronomy
0	A00211	Harvard U	Harvard University, Massachusetts
A00211	A00212	Eng App Sci	Harvard University, Engineering and Applied Sciences
A00211	A00213	Blue Hill Met Obs	Blue Hill Meteorological Observatory
A00211	A00214	Dep Chem	Harvard University, Department of Chemistry
A00211	A00215	Med Sch	Harvard Medical School
A00211	A00216	Dep Phy	Harvard University, Department of Physics
A00211	A00217	Radcliffe IAS	Harvard Radcliffe Institute for Advanced Study
A00211	A01400	CfA	Harvard Smithsonian Center for Astrophysics
A00211	A05729	Broad Inst	Harvard-MIT Broad Institute, Massachusetts
A00211	A05874	MADRC	Massachusetts Alzheimer's Disease Research Center
A00211	A06034	CUA	Harvard-MIT Center for Ultracold Atoms
A00211	A11034	HCO	Harvard College Observatory
A00211	A11035	Ctr Ear Plan Phy	Harvard University Center for Earth and Planetary Physics
A00211	A11036	Dep Ast	Harvard University, Department of Astronomy
0	A00219	Wheelock Coll	Wheelock College, Massachusetts
0	A00220	BU	Boston University, Massachusetts
A00220	A00221	Dep Geog	Boston University, Department of Geography
A00220	A00222	Ctr Rem Sen	Boston University, Center for Remote Sensing
A00220	A00223	Dep Phy	Boston University, Department of Physics
A00220	A00224	Dep Ast	Boston University, Department of Astronomy
A00220	A00225	Dep Ear Sci	Boston University, Department of Earth Sciences
0	A00226	Northeastern U	Northeastern University, Massachusetts
A00226	A00227	Dep Phy	Northeastern University, Department of Physics
0	A00228	Suffolk U	Suffolk University, Massachusetts
A00228	A00229	Madrid	Suffolk University, Madrid
0	A00230	UMass	University of Massachusetts System
A00230	A00231	Amherst	UMass Amherst
A00230	A00232	Boston	UMass Boston
A00230	A00233	Dartmouth	UMass Dartmouth
A00230	A00234	Lowell	UMass Lowell
A00230	A05878	Med Sch	UMass Medical School, Worcester
A00230	A11027	FCRAO	Five College Radio Astronomy Observatory
